1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,move

15,0,11,12,3,13,5,2,9,7,1,4,8,10,6,14,R

0,15,11,12,3,13,5,2,9,7,1,4,8,10,6,14,U

3,15,11,12,0,13,5,2,9,7,1,4,8,10,6,14,L

3,15,11,12,13,0,5,2,9,7,1,4,8,10,6,14,L

3,15,11,12,13,5,0,2,9,7,1,4,8,10,6,14,U

3,15,11,12,13,5,1,2,9,7,0,4,8,10,6,14,R

3,15,11,12,13,5,1,2,9,0,7,4,8,10,6,14,R

3,15,11,12,13,5,1,2,0,9,7,4,8,10,6,14,D

3,15,11,12,0,5,1,2,13,9,7,4,8,10,6,14,L

3,15,11,12,5,0,1,2,13,9,7,4,8,10,6,14,L

3,15,11,12,5,1,0,2,13,9,7,4,8,10,6,14,L

3,15,11,12,5,1,2,0,13,9,7,4,8,10,6,14,U

3,15,11,12,5,1,2,4,13,9,7,0,8,10,6,14,R

3,15,11,12,5,1,2,4,13,9,0,7,8,10,6,14,U

3,15,11,12,5,1,2,4,13,9,6,7,8,10,0,14,R

3,15,11,12,5,1,2,4,13,9,6,7,8,0,10,14,R

3,15,11,12,5,1,2,4,13,9,6,7,0,8,10,14,D

3,15,11,12,5,1,2,4,0,9,6,7,13,8,10,14,D

3,15,11,12,0,1,2,4,5,9,6,7,13,8,10,14,L

3,15,11,12,1,0,2,4,5,9,6,7,13,8,10,14,L

3,15,11,12,1,2,0,4,5,9,6,7,13,8,10,14,D

3,15,0,12,1,2,11,4,5,9,6,7,13,8,10,14,R

3,0,15,12,1,2,11,4,5,9,6,7,13,8,10,14,R

0,3,15,12,1,2,11,4,5,9,6,7,13,8,10,14,U

1,3,15,12,0,2,11,4,5,9,6,7,13,8,10,14,U

1,3,15,12,5,2,11,4,0,9,6,7,13,8,10,14,L

1,3,15,12,5,2,11,4,9,0,6,7,13,8,10,14,L

1,3,15,12,5,2,11,4,9,6,0,7,13,8,10,14,D

1,3,15,12,5,2,0,4,9,6,11,7,13,8,10,14,D

1,3,0,12,5,2,15,4,9,6,11,7,13,8,10,14,L

1,3,12,0,5,2,15,4,9,6,11,7,13,8,10,14,U

1,3,12,4,5,2,15,0,9,6,11,7,13,8,10,14,U

1,3,12,4,5,2,15,7,9,6,11,0,13,8,10,14,R

1,3,12,4,5,2,15,7,9,6,0,11,13,8,10,14,D

1,3,12,4,5,2,0,7,9,6,15,11,13,8,10,14,D

1,3,0,4,5,2,12,7,9,6,15,11,13,8,10,14,R

1,0,3,4,5,2,12,7,9,6,15,11,13,8,10,14,U

1,2,3,4,5,0,12,7,9,6,15,11,13,8,10,14,U

1,2,3,4,5,6,12,7,9,0,15,11,13,8,10,14,U

1,2,3,4,5,6,12,7,9,8,15,11,13,0,10,14,L

1,2,3,4,5,6,12,7,9,8,15,11,13,10,0,14,L

1,2,3,4,5,6,12,7,9,8,15,11,13,10,14,0,D

1,2,3,4,5,6,12,7,9,8,15,0,13,10,14,11,R

1,2,3,4,5,6,12,7,9,8,0,15,13,10,14,11,R

1,2,3,4,5,6,12,7,9,0,8,15,13,10,14,11,U

1,2,3,4,5,6,12,7,9,10,8,15,13,0,14,11,L

1,2,3,4,5,6,12,7,9,10,8,15,13,14,0,11,L

1,2,3,4,5,6,12,7,9,10,8,15,13,14,11,0,D

1,2,3,4,5,6,12,7,9,10,8,0,13,14,11,15,R

1,2,3,4,5,6,12,7,9,10,0,8,13,14,11,15,D

1,2,3,4,5,6,0,7,9,10,12,8,13,14,11,15,L

1,2,3,4,5,6,7,0,9,10,12,8,13,14,11,15,U

1,2,3,4,5,6,7,8,9,10,12,0,13,14,11,15,R

1,2,3,4,5,6,7,8,9,10,0,12,13,14,11,15,U

1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,15,L

8,1,12,7,6,11,4,10,14,0,9,5,2,3,13,15,D

8,1,12,7,6,0,4,10,14,11,9,5,2,3,13,15,D

8,0,12,7,6,1,4,10,14,11,9,5,2,3,13,15,R

0,8,12,7,6,1,4,10,14,11,9,5,2,3,13,15,U

6,8,12,7,0,1,4,10,14,11,9,5,2,3,13,15,L

6,8,12,7,1,0,4,10,14,11,9,5,2,3,13,15,L

6,8,12,7,1,4,0,10,14,11,9,5,2,3,13,15,U

6,8,12,7,1,4,9,10,14,11,0,5,2,3,13,15,R

6,8,12,7,1,4,9,10,14,0,11,5,2,3,13,15,U

6,8,12,7,1,4,9,10,14,3,11,5,2,0,13,15,L

6,8,12,7,1,4,9,10,14,3,11,5,2,13,0,15,D

6,8,12,7,1,4,9,10,14,3,0,5,2,13,11,15,L

6,8,12,7,1,4,9,10,14,3,5,0,2,13,11,15,D

6,8,12,7,1,4,9,0,14,3,5,10,2,13,11,15,D

6,8,12,0,1,4,9,7,14,3,5,10,2,13,11,15,R

6,8,0,12,1,4,9,7,14,3,5,10,2,13,11,15,R

6,0,8,12,1,4,9,7,14,3,5,10,2,13,11,15,U

